@CDE,LABEL,DESCRIPTION,SYNONYMS,UNIT,CATEGORY,SOURCE_FILE,FILE_DESCRIPTION,DSSAT_VERSION,SO,NAME,ALIAS
CPO%,DIS PLTPOP %,Cumulative pl population reduction,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CRLF,DIS ROOT cm/cm2,Cumulative root length consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CRLV,DIS ROOT cm/cm2,Cumulative root ln density consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CRTM,DIS ROOT kg/ha,Cumulative root mass consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CSD#,DIS SEED #/m2,Cumulative seed number consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CSDM,DIS SEED kg/ha,Cumulative seed mass consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CSH#,DIS SHELL #/m2,Cumulative shell number consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CSHM,DIS SHELL kg/ha,Cumulative shell mass consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CSTM,DIS STEM kg/ha,Cumulative stem mass consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DASM,ASSIM g CH2O/d,Daily carbohydrate pool reduction,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DLA,DIS. LAI cm2/m2,Daily diseased leaf area increase,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DLA%,DIS. LAI %/d,Daily % diseased leaf area increase,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DLAI,DIS LAI m2/m2.d,Daily leaf area consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DLFM,DIS. LF kg/ha.d,Daily leaf mass consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DPO%,DIS PLPOP %/day,Daily plant population reduction,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DRLF,DIS RT cm/cm2.d,Daily total root length consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DRLV,DIS RT cm/cm3.d,Daily root length density consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DRTM,DIS RT kg/ha.d,Daily root mass consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DSD#,DIS SEED #/m2.d,Daily seed number consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DSDM,DIS SEED kg/ha,Daily seed mass consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DSH#,DIS SHL #/m2.d,Daily shell number consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DSHM,DIS SHL kg/ha.d,Daily shell mass consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DSTM,DIS STEM kg/ha,Daily stem mass consumed,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FAW,FAW #/m,Fall armyworm,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RTWM,RTWM #/m,Root worm,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SGSB,SGSB #/m,Southern green stinkbug,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SL,SB LOOPER #/m,Soybean looper,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
VBC5,VBC5 #/m,5 instar velvetbean caterpillar,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
VBC6,VBC6 #/m,6 instar velvetbean caterpillar,.,,*PESTS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
AP1D,APEX 1cm day,Apex 1cm date (YrDoy),.,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
BR1D,Branch 1 date,Date of first branching (YrDoy),B1DAT,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
BR2D,Branch 2 date,Date of second branching  (YrDoy),B2DAT,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
BR3D,Branch 3 date,Date of third branching (YrDoy),B3DAT,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
BR4D,Branch 4 dap,Date of fourth branching (YrDoy),B4DAT,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
BR1P,Branch 1 dap,Days after planting to the first branch,B1DAP,,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
BR2P,Branch 2 dap,Days after planting to the second branch,B2DAP,,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
BR3P,Branch 3 dap,Days after planting to the third branch,B3DAP,,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
BR4P,Branch 4 dap,Days after planting to the fourth branch,B4DAP,,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CDWA,CANOPY+D kg/ha,Tops+dead wt (kg [dm]/ha,.,kg [dm]/ha,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CHN%,CHAFF N %,Chaff N (%),.,%,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CHWA,CHAFF WT kg/ha,Chaff weight (kg [dm]/ha),.,kg [dm]/ha,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DRID,DOUBLE RIDGES d,Double ridges date (YrDoy),.,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DWAD,DEAD WT kg/ha,Dead material weight (kg [dm]/ha),.,kg [dm]/ha,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
EDAT0,PRIMARY EMERGE,Primary stalk emergence day (dap),.,dap,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
EDAT1,TILLR 1 EMERGE,First tiller emergence day (dap),.,dap,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
EDAT2,TILLR 2 EMERGE,Second tiller emergence day (dap),.,dap,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
EEMD,EAR EMERGENCE d,Ear emergence date (YrDoy),.,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
EGWA,EAR+GRAIN kg/ha,Ear plus grain weight (kg [dm]/ha),.,kg [dm]/ha,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
EGWS,EAR+GRAIN g/s,Ear+grain weight (g [dm]/shoot,.,g [dm]/shoot,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
G#PD,GRAIN NO #/pl,Grain number (no/plant),.,no/plant,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
G#SD,GRAIN NO #shoot,Grain number (no/shoot),.,no/shoot,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
GW%M,GRAIN H20 %,Grain moisture at maturity (%),.,%,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
GWAM,GRAIN WT kg/ha,Grain wt at maturity (kg [dm]/ha),.,kg [dm]/ha,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
GWGM,GRAIN WT mg,Unit wt at maturity (mg [dm]/grain),.,mg [dm]/grain,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
GWPM,GRAIN WT g/pl,Grain wt at maturity (g [dm]/plan,.,g [dm]/plan,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
GYAM,GRAIN YLD kg/ha,Grain yield at maturity (kg [fm]/ha),.,kg [fm]/ha,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
GYPM,GRAIN YLD g/pl,Grain yld at maturity (g [fm]/plan,.,g [fm]/plan,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
GYVM,TEST WT kg/hl,Test weight at maturity (kg [fm]/hl),.,kg [fm]/hl,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
HWAC,COR YIELD kg/ha,Corrected yield (kg [dm]/ha),.,kg [dm]/ha,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
HYAM,HARVEST kg/ha,Harvest yld at maturity (kg [fm]/ha),.,kg [fm]/ha,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
L#IR,LEAF # INCREASE,Leaf number increase rate (#/day),.,#/day,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LAASH,LEAF cm2/stalk,Total leaf area/stalk (avg) at harvest(cm2/stalk),.,avg,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LAFD,FLAG AREA cm2,Flag leaf area (cm2/leaf),.,cm2/leaf,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LAIXD,LAI max date,Day at which maximum leaf area index occurs (dap),.,dap,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LAIXT,LAI at stalkmax,LAI at maximum tiller population,.,,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LALD,LEAF AREA cm2,Leaf area (cm2/leaf),.,cm2/leaf,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LALN,"LEAF AREA,NEW","Leaf area,new leaves (cm2/[leaf])",.,cm2/[leaf],*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LAPD,LEAF AREA cm2/p,Leaf area (cm2/plant),.,cm2/plant,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LARD,LEAF APPEARANCE,Leaf appearance rate (#/day),.,#/day,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LF3D,LEAF 3 FULL day,"Full expansion, leaf 3 (Yrdoy)",.,Yrdoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LF5D,LEAF 5 FULL day,"Full expansion, leaf 5 (Yrdoy)",.,Yrdoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LLFD,LAST LEAF day,Last leaf date (YrDoy),.,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LWAM,LEAF WT kg/ha,Leaf weight (kg/ha),.,kg/ha,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LWASH,LEAF WT g/stalk,Total leaf weight/stalk (avg) at harvest(g/stalk),.,avg,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
LWPD,LEAF WT g/plant,Leaf weight (g/plant),.,g/plant,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
NAPSH,NODE #/stalk,Average nodes per stalk at harvest (nodes/stalk),.,nodes/stalk,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
PARID,PAR INTERCEPT %,PAR interception (%),.,%,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RLAD,ROOT LN cm/cm2,Root length (cm/cm2),.,cm/cm2,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RLWD,ROOT L/W cm/g,Root length/weight (cm/g),.,cm/g,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
RWLD,ROOT W/L g/cm,Root weight/length (g/cm),.,g/cm,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
S#AD,SHOOT NO #/m2,Shoot (apex) number (no/m2),.,apex,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
S#PD,SHOOT NO #/pl,Shoot (apex) number (no/plant),.,apex,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
S#AH,STALK HARV POP,Stalk population at harvest (stalks/m2),.,stalks/m2,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SCWA,STM+CHAFF kg/ha,Stem plus chaff (kg/ha),.,kg/ha,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SDWT,SEED WT g/pl,Seed weight (g/plant),.,g/plant,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SHTH,STALK HARV HT,Average height of stalks at harvest (m),.,m,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SP#P,SPIKELETS #/pl,Spikelet number (no/plant),.,no/plant,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SPDAP,SPROUT DAY,Primary stalk bud sprouts from sett (dap),.,dap,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SPDAT,SPROUT DAY,Primary stalk bud sprouts from sett (YrDoy),.,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SWPD,STEM WT g/plant,Stem weight (g [dm]/plant),.,g [dm]/plant,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
T#AD1,TILLER # DATE 1,Tiller population at user-determined date 1 (YrDoy),.,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
T#AD2,TILLER # DATE 2,Tiller population at user-determined date 2 (YrDoy),.,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
T#AD3,TILLER # DATE 3,Tiller population at user-determined date 3 (YrDoy),.,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
T#MX,TILLER MAX POP,Tiller maximum population (stalks/m2),.,stalks/m2,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
T#MXD,MAX POP DATE,Tiller maximum population day (dap),.,dap,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
T#PD,TILLER NO.#/pl,Tiller number (no/plant),.,no/plant,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TDECD,TLR DECLINE DAY,Initiation of tiller population decline (dap),.,dap,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TDWA,TOTAL+D  kg/ha,Tops+roots+storage+dead (kg [dm]/ha),.,kg [dm]/ha,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TNIM,TOTAL N kg/ha,Total N at maturity (kg [N]/ha),.,kg [N]/ha,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TSPD,TERMINAL SPKL d,Terminal spikelet date (YrDoy),.,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TWAM,TOTAL WT kg/ha,"Total wt, maturity (kg [dm]/ha)",.,kg [dm]/ha,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
VWAM,VEG WT kg/ha,"Veg (leaf+stemt) wt,maturity (kg [dm]/ha)",.,leaf+stemt,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
Z21D,ZADOKS 21 day,Zadoks 21 date (YrDoy),.,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
Z30D,ZADOKS 30 day,Zadoks 30 date (YrDoy),.,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
Z31D,ZADOKS 31 day,Zadoks 31 date (YrDoy),.,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
Z37D,ZADOKS 37 day,Zadoks 37 date (YrDoy),.,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
Z39D,ZADOKS 39 day,Zadoks 39 date (YrDoy),.,YrDoy,*EXPERIMENTAL DATA,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
ABUND,BUND HT mm,Bund height (mm),.,mm,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
EFAC,CUM FLD EVAP mm,Cumulative floodwater evaporation (mm),.,mm,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
EFAD,FLD EVAP mm/d,Floodwater evaporation rate (mm/d),.,mm/d,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FALG,ALGAL ACTIVITY,Floodwater Photosynth. Act. Index (0 to 1),.,0 to 1,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FALI,FLOOD LT INDX,Floodwater Light Index (0 to 1),.,0 to 1,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FDEN,DNITRF kgN/ha/d,Floodwater Denitrification Rate (kg [N]/(ha.day)),.,kg [N]/(ha.day,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FL3C,FLD NH3 mg N/l,Floodwater Aqueous Ammonia (NH3) Conc. (mg [N]/l),.,NH3,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FL3N,FLD NO3 mg N/l,Floodwater Nitrate N (NO3) Conc. (mg [N]/l),.,NO3,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FL4N,FLD NH4  kgN/ha,Floodwater Ammoniacal N (kg [N]/ha),.,kg [N]/ha,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FL4C,FLD NH4 mg N/l,Floodwater Ammonium N (NH4) Conc. (mg [N]/l),.,NH4,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FLBD,Puddle BD g/cc,Puddled Soil Surface Layer Bulk Density (g/cc),.,g/cc,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FLDD,FLOOD DEPTH mm,Flood water depth (mm),.,mm,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FLNI,FLOOD NIT INDX,Floodwater Nitrogen Index (0 to 1),.,0 to 1,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FLPH,FLOOD pH,Maximum Daytime Floodwater pH,.,,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FLTI,FLOOD TMP INDX,Floodwater Temperature Index (0 to 1),.,0 to 1,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FLUR,FLD UREA kgN/ha,Floodwater Urea N (kg N/Ha),.,kg N/Ha,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FROD,FLOOD RO mm/d,Flood water runoff over bund (mm/d),.,mm/d,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
FUHY,UREA HYD kgN/ha,Urea Hydrolysis Rate in Floodwater (kg [N]/(ha.day)),.,kg [N]/(ha.day,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
INFD,INFILT mm/d,Infiltration rate (mm/d),.,mm/d,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
IRRD,Eff Irrig mm/d,Daily effective irrigation (mm/d),.,mm/d,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
IRRAD,App Irrig mm/d,Daily applied irrigation (includes losses) (mm/d),.,includes losses,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TL#C,TILLAGE #,Number of tillage operations,.,,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TLDD,TILL DEP cm,Depth of last tillage operation (cm),.,cm,*USER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CLDD,CLOUD FRAC,Relative cloudiness factor (0-1),.,0-1,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
CO2D,CO2 ppm,Atmospheric CO2 concentration (ppm),.,ppm,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
DAYLD,DAYLENGTH hr,Day length sunrise to sunset (hr),.,hr,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
PARD,PAR,Daily PAR or photon flux density (moles[quanta]/(m2.d)),.,moles[quanta]/(m2.d,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
PRED,PRECIP mm/d,Precipitation depth (mm/d),.,mm/d,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
SRAD,SRAD MJ/m2.d,Solar radiation (MJ/(m2.d)),.,MJ/(m2.d,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TAVD,AVG TEMP °C,Average daily temperature (°C),.,°C,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TDWD,DEWPOINT °C,Dewpoint temperature (°C),.,°C,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TDYD,AV DAY TMP °C,Average temperature during daylight hours (°C),.,°C,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TGAD,AV GRWTH TMP °C,Average daily air temperature for growth (°C),.,°C,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TGRD,AV GRWTH TMP °C,Average air temp. daylight hours for growth (°C),.,°C,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TMEAN,MEAN TEMP °C,Mean Temperature (TMAX+TMIN/2; °C),.,TMAX+TMIN/2; °C,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TMND,MIN TEMP °C,Minimum daily temperature (°C),.,°C,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TMXD,MAX TEMP °C,Maximum daily temperature (°C),.,°C,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
TWLD,TWILIGHT hr,Twilight to twilight day length (hr),.,hr,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
VPD,Vapor Pres Def,Vapor pressure deficit,.,,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
VPDF,Vapor Pres Fact,Vapor pressure deficit factor,.,,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
WDSD,WIND SPEED km/d,Wind speed (km/d),.,km/d,*WEATHER,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
ACO2,AMBIENT CO2,Ambient CO2 level (ppm),.,ppm,*OTHER MODELS,DATA.CDE,*Codes for Field and Simulated Data,DSSAT v4.7; 09/01/2017,,,
