@CDE,LABEL,DESCRIPTION,SYNONYMS,UNIT,CATEGORY,SOURCE_FILE,FILE_DESCRIPTION,DSSAT_VERSION,SO,NAME,ALIAS
S,,Small - less than 1/3 full size,,,*Harvest size categories,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
M,,Medium - from 1/3 to 2/3 full size,,,*Harvest size categories,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
L,,Large - greater than 2/3 full size,,,*Harvest size categories,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP001,,"Broadcast, not incorporated",,not incorporated,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP002,,"Broadcast, incorporated",,incorporated,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP003,,Banded on surface,,,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP004,,Banded beneath surface,,,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP005,,Applied in irrigation water,,,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP006,,Foliar spray,,,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP007,,"Bottom of hole, deep placement",,deep placement,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP008,,On the seed,,,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP009,,Injected,,,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP011,,"Broadcast on flooded/saturated soil, none in soil",,none in soil,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP012,,"Broadcast on flooded/saturated soil, 15% in soil",,15% in soil,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP013,,"Broadcast on flooded/saturated soil, 30% in soil",,30% in soil,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP014,,"Broadcast on flooded/saturated soil, 45% in soil",,45% in soil,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP015,,"Broadcast on flooded/saturated soil, 60% in soil",,60% in soil,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP016,,"Broadcast on flooded/saturated soil, 75% in soil",,75% in soil,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP017,,"Broadcast on flooded/saturated soil, 90% in soil",,90% in soil,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP018,,"Band on saturated soil,2cm flood, 92% in soil",,92% in soil,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP019,,"Deeply placed urea super granules/pellets, 95% in soil",,95% in soil,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
AP020,,"Deeply placed urea super granules/pellets, 100% in soil",,100% in soil,*Methods - Fertilizer and Chemical Applications,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
IR001,,"Furrow, mm",,mm,*Methods - Irrigation and Water Management (Units for associated data),DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
IR002,,"Alternating furrows, mm",,mm,*Methods - Irrigation and Water Management (Units for associated data),DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
IR003,,"Flood, mm",,mm,*Methods - Irrigation and Water Management (Units for associated data),DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
IR004,,"Sprinkler, mm",,mm,*Methods - Irrigation and Water Management (Units for associated data),DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
IR005,,"Drip or trickle, mm",,mm,*Methods - Irrigation and Water Management (Units for associated data),DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
IR006,,"Flood depth, mm",,mm,*Methods - Irrigation and Water Management (Units for associated data),DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
IR007,,"Water table depth, mm",,mm,*Methods - Irrigation and Water Management (Units for associated data),DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
IR008,,"Percolation rate, mm day-1",,mm day-1,*Methods - Irrigation and Water Management (Units for associated data),DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
IR009,,"Bund height, mm",,mm,*Methods - Irrigation and Water Management (Units for associated data),DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
IR010,,Puddling (for Rice only),,,*Methods - Irrigation and Water Management (Units for associated data),DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
IR011,,"Constant flood depth, mm",,mm,*Methods - Irrigation and Water Management (Units for associated data),DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SA001,,Olsen,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SA002,,Bray No. 1,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SA003,,Bray No. 2,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SA004,,"Mehlich 1 (double acid, 1:5)",,1:5),*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SA005,,Anion exchange resin,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SA006,,Truog,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SA007,,"Mehlich 1 (double acid, 1:10)",,1:10),*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SA008,,Colwell,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SA009,,Water,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SA010,,IFDC Pi strip,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SA011,,pH in Water,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SA012,,pH in KCl,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SA013,,Mehlich 3,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SA014,,Morgan's solution,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SA015,,NH4OAc,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
!,,,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,,,
! K extra,,ction methods,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,,,
! NH4OaAc,,,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,,,
! Mehlich,,I (1:5),,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,,,
! Mehlich,,I (1:10),,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,,,
! Mehlich,,3,,,*Methods - Soil Analysis,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,,,
B,,Bedded,,,*Planting Material/Method,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
C,,Cutting,,,*Planting Material/Method,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
H,,Horizontally planted sticks,,,*Planting Material/Method,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
I,,Inclined (45o) sticks,,,*Planting Material/Method,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
N,,Nursery,,,*Planting Material/Method,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
P,,Pregerminated seed,,,*Planting Material/Method,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
R,,Ratoon,,,*Planting Material/Method,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
S,,Dry seed,,,*Planting Material/Method,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
T,,Transplants,,,*Planting Material/Method,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
V,,Vertically planted sticks,,,*Planting Material/Method,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
R,,Rows,,,*Plant Distribution,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
H,,Hills,,,*Plant Distribution,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
U,,Uniform/Broadcast,,,*Plant Distribution,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE001,,Generic crop residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE101,,Generic legume residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE201,,Generic cereal crop residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE301,,Generic grass,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE999,,Decomposed crop residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE002,,Green manure,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE003,,Barnyard manure,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE004,,Liquid manure,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE005,,Compost,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE006,,Bark,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE102,,Cowpea residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE103,,Mucuna residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE104,,Peanut residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE105,,Pigeon Pea residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE106,,Soybean residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE107,,Alfalfa residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE108,,chickpea forage,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE109,,Faba bean,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE110,,Pea residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE111,,Hairy vetch,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE202,,Pearl millet residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE203,,Maize residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE204,,Sorghum residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE205,,Wheat residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE206,,Barley,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE207,,rice,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE208,,rye,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE302,,Bahiagrass,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE303,,Bermudagrass,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE304,,Switchgrass,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE305,,brachiaria,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE306,,forage grasses,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE401,,Bush fallow residue,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE402,,Sugarcane,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RE403,,Pineapple,,,*Residues and Organic Fertilizer,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RO001,,Continuous arable crops,,,*Rotation,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
RO002,,Rotation with forages,,,*Rotation,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
C,,Clay,,,*Soil Texture,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
CL,,Clay loam,,,*Soil Texture,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
L,,Loam,,,*Soil Texture,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
LS,,Loamy sand,,,*Soil Texture,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
S,,Sand,,,*Soil Texture,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SC,,Silty clay,,,*Soil Texture,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SCL,,Silty clay loam,,,*Soil Texture,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SI,,Silt,,,*Soil Texture,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SIC,,Silty clay,,,*Soil Texture,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SICL,,Silty clay loam,,,*Soil Texture,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SIL,,Silty loam,,,*Soil Texture,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
SL,,Sandy loam,,,*Soil Texture,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI001,,V-Ripper,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI002,,Subsoiler,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI003,,Moldboard plow 20 cm,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI004,,"Chisel plow, sweeps",,sweeps,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI005,,"Chisel plow, straight point",,straight point,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI006,,"Chisel plow, twisted shovels",,twisted shovels,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI007,,Disk plow,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI008,,"Disk, 1-way",,1-way,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI009,,"Disk, tandem",,tandem,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI010,,"Disk, double disk",,double disk,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI011,,"Cultivator, field",,field,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI012,,"Cultivator, row",,row,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI013,,"Cultivator, ridge till",,ridge till,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI014,,"Harrow, spike",,spike,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI015,,"Harrow, tine",,tine,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI016,,Lister,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI017,,Bedder,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI018,,Blade cultivator,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI019,,"Fertilizer applicator, anhydrous",,anhydrous,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI020,,Manure injector,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI021,,Animal-drawn implement,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI022,,Mulch treader,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI023,,Plank,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI024,,Roller packer,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI025,,"Drill, double-disk",,double-disk,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI026,,"Drill, deep furrow",,deep furrow,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI031,,"Drill, no-till",,no-till,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI032,,"Drill, no-till [sod]",,no-till [sod],*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI033,,"Planter, row",,row,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI034,,"Planter, no-till",,no-till,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI035,,Planting stick (hand),,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI036,,Matraca hand planter,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI037,,Rod weeder,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI038,,Rotary hoe,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI039,,"Roller harrow, cultipacker",,cultipacker,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI041,,Moldboard plow 25 cm,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
TI042,,Moldboard plow 30 cm,,,*Tillage Implements,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
FH101,,"Cultivated, good mgmt, init default SOM",,init default SOM,*Field History,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
FH102,,"Cultivated, poor mgmt, init default SOM",,init default SOM,*Field History,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
FH201,,"Cultivated, good mgmt, init grass or forest",,init grass or forest,*Field History,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
FH202,,"Cultivated, poor mgmt, init grass or forest",,init grass or forest,*Field History,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
FH301,,"Cultivated, good mgmt, init degraded land",,init degraded land,*Field History,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
FH302,,"Cultivated, poor mgmt, init degraded land",,init degraded land,*Field History,DETAIL.CDE,*EXPERIMENTAL DETAILS CODES,DSSAT v4.7; 09/01/2017,IB,,
ADDRESS,,Contact address of principal scientist,,,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
PRAM,,Parameter,,,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
IDIS,,Distribution type (see file header),,,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
PAR1,,Distribution parameter 1,,,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
PAR2,,Distribution parameter 2,,,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
PAR3,,Distribution parameter 3,,,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
GRAN,,"Price of grain, $/t",,$/t,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
BYPR,,"Price of harvest byproduct, $/t",,$/t,*Headers,ECONOMIC.CDE,*ECONOMIC CODES,! DSSAT v4.7; 09/01/2017,IB,,
